id,r_x,r_y,r_z,v_x,v_y,v_z
11506,-2.32933,0.880898,0.638213,105377,182881,-24819.1
11507,-0.94551,-2.0608,1.01013,-145603,93237.6,143739
11508,0.0855833,0.0722737,-2.92601,-50237.7,192889,31702.6
11509,-2.6052,0.3744,-0.145927,32924.8,-35336.8,-216657
11510,-3.1201,-0.338261,1.33284,56128.6,74978.4,156836
11511,-0.340835,-1.8987,1.31283,-236861,75323.9,40810.9
11512,-1.69078,0.368648,1.8837,151438,-56289.3,162978
11513,2.56572,0.509022,0.428354,-52675.6,191232,134258
11514,-1.76249,-2.05686,0.593211,-144508,60205.1,-147354
11515,0.791138,-2.59137,0.107138,-77783.5,-68841.9,-192691
11516,-1.16737,2.07165,1.88832,141985,-32747.5,150416
11517,0.968052,2.14511,-1.82686,112665,91081,154860
11518,1.81434,-2.30813,-0.270007,-200631,-62642.9,54124.8
11519,-0.318602,2.98114,0.224482,-67569.9,1749.69,-190125
11520,-3.1228,0.528858,-0.572884,34878.8,184177,54778.7
11521,-1.1644,-0.166985,-2.43231,195544,-7167.54,-111510
11522,0.379559,-1.58897,-1.84463,-221494,-24587.1,-98706.9
11523,-2.95795,0.676902,-0.259782,-60391.7,-166662,80984.5
11524,0.840504,-0.517957,1.5849,194628,212382,-50426.6
11525,2.54967,-1.27231,0.0261452,-92045.1,-192549,7995.66
11526,1.41681,-2.342,0.428337,140672,147770,62367.9
11527,-1.68868,2.49049,0.000759769,176582,107096,321.7
11528,1.98287,-1.89285,-0.044096,-163957,-164079,1940.31
11529,-1.42691,-1.42161,0.539854,-207712,166487,34217.6
11530,2.2731,-0.42384,-1.36196,60621.5,216341,-3359.01
11531,-0.281053,2.27432,1.39576,-226750,-35262.6,56821.6
11532,-1.30369,1.65938,1.02023,44946.3,-104005,222521
11533,-2.34928,-0.433827,1.5731,40708.8,-208032,7143.86
11534,-0.582092,-2.75572,-2.38601,154527,-49095.8,48569.5
11535,1.2708,2.38008,-0.36132,165987,-24861,143704
11536,-2.81478,0.658316,-0.77492,25162.1,214737,20764.8
11537,1.55088,-1.36964,-0.737801,170951,189360,-91841.8
11538,0.569812,-1.14123,2.01185,218008,-83837.8,-95720.7
11539,-1.027,1.12335,2.25727,201176,-16932.5,92539.6
11540,1.56214,2.36656,0.138035,-151606,125025,57075.7
11541,-0.29403,2.71752,-0.0994687,-204531,-24071.8,93312.1
11542,2.02297,-1.99678,0.829217,-121552,-129450,89186
11543,2.55027,-1.78755,0.695473,-116808,-164009,-15302.8
11544,-1.88268,-0.909596,0.446593,73310.1,11407,251814
11545,-2.50596,0.700327,-1.25836,33580.8,189730,-1986.15
11546,1.14151,-0.64202,-2.50191,183386,73118.5,69969
11547,1.17286,1.72322,-1.20547,-180298,109535,122204
11548,-1.16178,1.57375,-0.721756,236453,108050,-63619.4
11549,0.273553,-0.935906,-2.77371,-214511,-8541.42,-46391.4
11550,-2.4159,-0.277176,-1.48523,-97029.6,125294,133220
11551,2.303,-1.20818,-1.49163,-107104,-184656,29066.8
11552,-1.14926,2.8211,-1.53019,-170740,-69504.3,-13941.7
11553,-1.24583,1.39143,0.0765944,191328,212802,-744.869
11554,2.6436,0.697208,-0.702719,-47083.6,204968,33111.2
11555,2.25082,1.25416,-0.918055,150610,-147859,95353.6
11556,-1.495,2.57846,0.155212,176961,124761,1199.15
11557,-2.71552,-0.129757,0.206114,-40471.9,-216661,16867
11558,-0.184518,3.66874,1.23146,81558.4,65759.4,-120244
11559,2.17509,-0.703948,-0.27333,100598,233950,-24701
11560,0.789858,2.7483,0.47356,16523.1,25792,-220929
11561,2.40741,-0.93298,2.6613,72608.8,-126051,-86929.4
11562,2.27931,0.912059,0.130387,52321.1,-234757,10491.6
11563,-1.98491,-0.0515644,0.250019,-22553.8,-181985,-201722
11564,-1.38157,-1.25585,1.4273,-37714.1,205873,108090
11565,-1.36894,-0.0362529,-1.96684,-192227,5777.63,156183
11566,-0.660523,-3.14718,-0.759332,-191847,38992.1,7728.4
11567,1.54518,-0.792648,2.49905,-154731,-112988,87117
11568,-1.13894,0.287122,-1.66349,48371.7,-239670,-125201
11569,-2.09449,-0.906595,-0.451301,-26186.9,-35158.4,252171
11570,-0.154847,1.43874,2.72128,128314,146633,-61740
11571,2.10212,-2.43477,-0.200877,132991,151096,18074
11572,2.54049,1.92531,-0.128093,104084,-169327,-11836
11573,-2.00457,2.57625,-0.687433,-151831,-107085,-41979.9
11574,0.499383,0.777167,-1.65198,-226028,-139649,-106099
11575,0.785332,0.36824,-1.88277,-147711,-180320,-79843.1
11576,0.32229,0.289631,-3.09136,202780,-9761.02,-10045.6
11577,-2.12324,1.67254,1.78097,140472,-532.123,138640
11578,-1.39815,0.922277,-1.99782,-93458.8,-199590,50279.5
11579,-0.415365,-2.96502,-0.103157,-213648,-9800.71,24096.7
11580,-1.14009,-1.60757,-2.30796,33581.8,162080,-120224
11581,2.06117,0.541346,-1.01711,-70920.2,-125889,-183916
11582,-2.70334,-0.652371,1.27771,-36357.4,184580,54027.2
11583,-3.10073,-0.394397,0.0493408,7350.33,146680,-140137
11584,-1.26723,-2.49924,0.825699,193387,-93803.9,-36908.5
11585,-2.09821,-1.13079,0.371311,-123716,178748,-117794
11586,-0.159812,2.37881,-0.923204,-219103,6341.74,77398
11587,1.86106,-1.7256,-1.33664,60874.7,-71937.4,199778
11588,-1.45472,-0.58867,1.55782,-149821,-167850,-129829
11589,2.46621,-2.34891,-1.41017,137526,75221.1,57816.3
11590,-0.420665,-0.799201,0.604445,-226791,-27700.2,-330678
11591,-1.51105,2.61004,0.0504998,153550,143493,-8518.02
11592,0.64021,2.63102,0.0115859,-231437,35971.7,-10868.2
11593,-1.81484,0.0348082,-1.40419,38929.6,-231078,-80689.4
11594,0.0539806,2.11313,1.8465,-164134,-100161,121420
11595,-0.612893,-1.89097,-2.10991,199377,-3622.71,-45962.3
11596,1.51568,-1.68946,1.76264,113092,-65681.8,-160490
11597,-2.12362,-1.01318,-1.45551,118051,-139091,-110153
11598,2.29604,1.50862,1.26556,143077,-144050,-37461.1
11599,1.92224,-2.03352,0.436604,-126343,-165842,31198.7
11600,-2.63849,-0.756646,-0.235985,52031.1,-140101,-162504
11601,2.27315,1.33373,0.0991677,90758,-197920,-70995.1
11602,-0.414133,1.52829,2.44988,213728,45543.8,42621.1
11603,-1.54753,-1.93026,0.391047,162386,-167007,5467.96
11604,1.70866,-2.90068,0.150807,-174325,-78751.4,-1120.45
11605,2.41008,0.436804,0.895801,22663.9,157095,-171470
11606,-0.802589,1.18457,-2.00918,214986,76012.5,31202.9
11607,1.8082,2.02103,0.158748,-138489,152824,6185.44
11608,1.34379,2.339,0.991324,131326,-35199.4,-176357
11609,0.582247,2.55057,-1.07278,47592.3,-71561.6,-194283
11610,2.25684,0.946097,0.498413,-89236.1,198143,84112.9
11611,-1.85841,2.43809,-0.106198,163752,127258,25029.7
11612,-1.08497,-0.164498,2.16285,-77939.1,235126,-25812.1
11613,-1.13505,2.88452,0.02224,168519,84751.2,-526.011
11614,-1.0905,1.78938,1.76102,134924,-96918.3,147837
11615,1.35229,1.38915,-1.91135,168998,-149032,53272.4
11616,2.59631,1.45655,0.136807,118425,-176618,13317.2
11617,1.47881,1.59545,-0.820907,-84446.3,-34401.4,-227654
11618,2.31972,-2.33496,0.123499,-146269,-127950,13726.7
11619,3.03588,-0.38589,0.0803223,31011.5,208763,-435.802
11620,1.07337,0.12934,-2.01362,-29607,236842,-41076.9
11621,-0.351679,-1.52914,-2.82427,84114.6,151258,-99871.3
11622,-1.09835,1.56004,2.69968,-105470,123867,-105986
11623,-0.996384,-0.561522,1.24975,-12909.9,-264460,-127877
11624,-0.86889,2.80381,-1.07199,-855.612,60393.7,194908
11625,-0.60686,-2.65448,0.282691,-103627,-4847.49,209942
11626,1.35476,0.516452,2.4334,-33443.7,-209981,52708.2
11627,-0.629988,0.816185,1.83485,157127,215097,-65186.1
11628,1.45669,1.53494,1.59361,141042,-167339,46913.9
11629,-2.63097,1.24533,0.992991,-43152.2,-177663,105866
11630,-0.307475,1.40206,-2.54006,6823.2,172936,120094
11631,3.47308,-0.786287,0.158822,-19952.8,-108160,143960
11632,0.859373,1.89797,-1.32904,806.398,-151560,-198146
11633,1.39542,-1.08766,1.54441,-203193,-89183.1,93576.3
11634,-1.13319,0.180353,1.67965,-118765,225225,-86426.5
11635,-1.84493,1.33421,1.18814,-125486,30851.1,-201147
11636,1.5323,0.177654,2.30141,7519.13,-219231,33431.8
11637,2.52189,1.26816,0.329154,60048.8,-199840,11447.8
11638,-1.05339,-1.64019,2.45651,25063.7,167798,110451
11639,3.01107,1.10011,-0.0801177,37451.7,-144121,120551
11640,0.212573,-3.26877,0.0642827,197443,-9765.55,6563.82
11641,-1.6533,1.28472,-0.640402,-156329,-203277,21577.7
11642,2.30608,-1.66132,0.626704,96445.7,130077,148178
11643,-2.27266,0.396934,0.0452641,-93660,-223098,70591
11644,-1.89312,1.44086,-0.852242,-65743.8,73558.1,191855
11645,1.82499,-2.35949,1.96762,-30122.7,-133478,-118390
11646,-2.28315,1.0467,0.910342,131768,191103,51837.9
11647,-3.17986,-0.806516,-1.0699,-2047.95,-171766,56616.5
11648,0.0852377,-0.730376,3.05925,6573.96,189370,50015
11649,-2.58467,1.51546,-0.565473,49105.5,32204.8,-204394
11650,1.77771,-2.02671,-1.12929,102025,-11503.8,196934
11651,-2.35864,-1.92076,-0.18021,-77236.6,100399,139794
11652,-0.691413,0.0624724,-2.84247,6291.19,-217285,-9467.82
11653,-1.18096,-2.31462,0.326848,74412.4,-65890.7,-211555
11654,-2.36368,0.575595,-1.96477,33944.8,-196260,-33882
11655,-2.04457,-0.151524,0.0869,-21601.1,-250303,-113625
11656,0.822044,-1.58486,1.8854,2707.02,185644,113722
11657,0.866384,-2.43354,0.771111,182896,121083,43107
11658,0.528213,3.37623,-0.38102,172013,-42913.6,-60041.2
11659,-0.970198,-1.34153,-1.74493,-169932,173245,-16591.9
11660,-1.31808,-0.392574,-2.73013,-185793,-19135.2,88686.4
11661,-1.24859,-0.910087,1.46173,-99785,-118804,-222307
11662,1.45475,-1.92494,-1.46573,138652,146117,-44772.2
11663,-3.04519,-0.138898,-0.544831,3843.13,72125.1,-180563
11664,-2.66649,-0.765572,-0.314266,52567.1,-195260,77837.9
11665,-2.71318,-1.12178,-1.51061,31797.6,-149813,84026.4
11666,-0.647298,1.13737,2.3862,-231273,-939.877,-37902.3
11667,0.826648,1.62398,0.0436633,243366,-165756,-2743.11
11668,-0.940118,-1.60436,1.02416,-248002,63699.2,-49593.8
11669,-0.803231,1.76955,2.20055,-154936,-127785,14231.7
11670,-0.752552,-3.36447,0.499449,-180185,13816.6,-17508.9
11671,-1.75202,1.83473,-0.563297,139632,181890,42854.6
11672,-1.41833,0.314908,-1.60286,-185186,117556,140013
11673,0.330645,-0.026591,2.05724,-33173.4,270188,-28948.8
11674,0.703127,-2.65208,2.2201,26661.6,-129827,-124310
11675,-2.49636,-0.672949,1.63707,-93944.6,118908,-110415
11676,0.791745,-1.91856,1.67448,208829,38528.7,-10650.3
11677,2.41261,-0.435532,0.571961,-38897.1,179592,151663
11678,-1.60953,1.46783,1.78155,172969,-56108.7,136814
11679,-0.500825,-2.09413,-0.603564,251459,-14883.8,57802.2
11680,0.771889,1.82953,-1.37906,203640,8807.68,101057
11681,-0.747933,2.35476,-0.221953,208502,111719,-24549.9
11682,-0.532935,-2.22261,-1.37686,-192111,-36960.5,109848
11683,-1.49831,-2.1737,-0.0119317,198022,-98312.4,-45035
11684,2.72589,-0.107832,1.00871,38140.8,208037,-60476.1
11685,1.18804,1.76756,-0.328447,66609,7130.66,243255
11686,-2.78455,-1.80418,-0.167925,-97152,164148,-7477.67
11687,2.77018,0.977958,-0.256293,-56823.8,205743,-33699.1
11688,2.78052,0.30372,0.878243,-41400.7,200903,60957.2
11689,-2.42733,0.459769,2.21147,-112630,113605,-114805
11690,0.735425,2.37895,1.75552,-33878.8,-126086,161649
11691,0.0548316,1.32732,-1.97707,185364,-102125,-123468
11692,-2.00957,-1.27293,1.18587,38224.8,-207277,-63362.8
11693,-0.0552731,1.49612,2.0316,82497.9,199988,-91583.7
11694,4.46243,0.972975,1.1778,-39192,129871,-65884.3
11695,0.608749,2.30485,0.98325,-30.67,-74790.6,220410
11696,-0.436087,-0.393614,2.95256,201774,-34401.3,45915.8
11697,1.34307,2.17977,-0.687575,-201995,126762,4675.57
11698,0.0799492,-2.89739,0.796846,138534,-3629.03,-133389
11699,-1.28198,-2.31753,-1.32247,-186491,73845.2,-23034.8
11700,2.35423,-1.13786,-0.794759,-100210,-63194.3,-200551
11701,-0.36319,-2.61995,-0.225174,-214075,20518.2,97323.5
11702,1.70299,-1.52042,1.0061,-206440,-119908,42954.9
11703,-0.142489,-2.54204,0.0345448,-233126,-31741.7,2201.51
11704,-1.66894,-0.0121895,-1.811,-114665,197238,90504.3
11705,-0.977199,-1.60631,0.962753,-58065.1,-157728,-206035
11706,-1.38598,-2.00777,-1.99302,-116825,-51494.3,157424
11707,2.01462,-1.55284,-0.288316,88818,177298,129000
11708,-0.949383,-0.794552,2.63639,-133471,174469,33610.4
11709,-0.474453,-2.31699,1.01024,228510,-22946.2,7702.77
11710,0.641874,-2.38195,-0.650772,-183683,-72836.6,123633
11711,1.83699,0.053032,-0.0744379,-9787.33,297728,15914.4
11712,1.2385,-1.47667,2.21056,-168048,-135032,-37576.4
11713,-1.41089,-1.43972,1.61721,92005.7,64115.1,220905
11714,-2.40082,-1.55516,-1.62208,98393.8,-169293,-21661.9
11715,-2.67028,-0.448277,-0.0334972,-8763.49,198034,-101705
11716,2.10615,1.48133,1.60588,-123667,178406,27827.4
11717,-2.43542,1.10547,-1.52599,130886,12541.2,-163228
11718,-3.19298,0.210137,0.388274,-4052.52,197701,25527.8
11719,1.05086,-0.304399,-1.96795,161016,-175774,124937
11720,2.40771,-1.59319,0.286338,-135237,-174640,-7233.79
11721,2.10473,-1.82293,0.091178,-150641,-152676,-40658.2
11722,-1.8418,-2.03327,1.24898,63521.7,-127232,-143416
11723,2.36521,-0.687122,0.901114,93832,-10666.7,-202744
11724,-2.61119,0.434695,-0.246636,48413.5,229468,-39927.3
11725,-0.188555,0.879784,2.58719,-225441,-32006.8,18759.6
11726,2.52135,-0.884939,0.109945,-54620.7,-174153,118285
11727,2.46979,-0.474771,-1.03288,-72011.4,-206341,-65715.9
11728,-2.67991,1.31937,0.249677,-84104.7,-156891,106894
11729,0.494712,2.82847,-0.641868,180991,-10372.7,124737
11730,-1.84991,-0.556434,-1.03158,31919.9,240878,-83668
11731,1.50109,1.44914,-1.54384,-189256,20494.2,-156526
11732,1.74336,2.08327,-1.2729,-148337,51881.8,-126593
11733,-1.24719,2.97351,-0.273844,192174,53478.2,-11202.3
11734,0.688176,2.81234,-0.898024,-201403,8925.14,-65248
11735,2.76682,0.654206,0.470487,61039.1,-212050,19523.5
11736,2.74088,0.0392934,1.75014,-43322.6,-189182,45769.2
11737,-1.86721,-0.104386,-0.76427,5968.86,247218,15263.9
11738,1.45306,1.40677,-0.853104,50385.7,-153341,-206940
11739,1.98664,2.54363,0.35274,149772,-132763,6246.13
11740,1.46539,-2.00317,-1.36153,68112.1,188206,-107186
11741,-1.52047,1.77221,0.0698192,9807.99,-14275.9,242796
11742,-2.52494,-0.172394,-0.0133248,-4817.53,-231541,889.739
11743,0.616654,1.49245,-2.69842,120836,-152521,-55920.5
11744,0.320923,-2.43367,1.06472,213764,-53165.3,-85147.6
11745,1.55355,-2.64132,-1.23386,-20263.5,-103986,162641
11746,2.2831,1.8203,0.297963,129860,-162197,-49850.1
11747,1.22688,-0.00554557,-1.82775,29256.2,-247734,81648
11748,-1.36067,2.14274,-0.324496,-189831,-130874,-22792
11749,1.28644,-1.05956,-0.57023,-163862,-47706.5,-225756
11750,0.209101,1.58571,-2.76429,-81569.9,-156694,-62773
11751,-1.97251,2.33998,0.185156,163125,107233,20709.9
11752,-2.35093,-1.24056,-0.666412,120398,-164961,-113795
11753,2.83687,-0.0241541,-0.0757884,16624.9,-222102,-10303
11754,-0.598131,-1.87779,0.67426,164537,-112859,-189369
11755,-0.436229,0.00178221,-2.89246,-161235,137935,23986
11756,1.76906,-1.9377,-0.831068,-164292,-146295,30556.2
11757,-1.72713,1.86892,-1.01464,-174143,-122612,-43529.1
11758,0.804295,-0.422013,-2.24583,167001,162898,-5127.77
11759,-2.74665,0.709545,-0.953919,94809.7,17074.9,-192329
11760,-2.56855,-0.134956,0.615158,51180.6,-137199,177833
11761,-2.8648,-0.610124,0.641788,-62322.7,201970,33589.3
11762,1.61865,2.05423,0.218169,189282,-139662,62123.9
11763,0.997043,2.6389,-0.018726,206325,-88545.1,13918.9
11764,1.32784,-1.32466,-0.303281,211221,162012,1847.14
11765,-1.0176,-1.47394,0.278616,-263763,139907,19396.8
11766,3.14078,0.675451,-0.282552,43439.9,-189538,6784.18
11767,2.72832,-2.07478,0.364488,75153,160621,11056.2
11768,1.04116,1.6428,0.929661,-148727,-80596.8,195400
11769,1.17944,-1.88611,-0.567388,-77829.7,-154440,175368
11770,-1.73416,-0.94844,-2.02568,14635.9,-192414,101187
11771,0.00909656,1.63142,1.68867,123060,180428,-123007
11772,1.13844,-2.10325,1.55911,-202177,-59294.8,72571.7
11773,0.265282,1.97966,-1.51624,-61458.1,169777,172346
11774,-0.152462,0.1284,1.53852,-80874.5,239493,-36885.1
11775,-1.92567,2.04682,-0.0979674,-65338.5,-60394.7,207818
11776,0.416261,-2.66138,1.96279,-191430,-15906,22038.4
11777,1.63532,-1.91043,-0.0239322,170946,142084,9337.91
11778,-1.7628,-1.97342,-0.561001,-182393,132206,63221.4
11779,-1.96902,-0.362872,1.94727,-151886,22548.8,-157350
11780,-2.7415,-0.443018,0.085446,59716.9,-203454,18464.1
11781,-0.120523,2.71533,-0.0967262,229691,-2586.62,-9113.08
11782,-1.82919,-0.305551,1.12935,85366.5,187525,138620
11783,0.617917,1.20119,1.98068,240179,-35276.4,-57379.5
11784,0.931623,0.618756,-1.41471,-11227.1,246934,130638
11785,-1.6094,-2.43382,-2.20338,-160165,41448.4,64703.2
11786,-0.631747,-2.1474,-0.144007,-8100.76,-4068.88,258519
11787,-0.057418,2.44948,-0.249343,-236773,-31252.9,20673.9
11788,2.00287,-1.75257,-1.29754,106775,181776,-47897
11789,-2.59413,-0.807006,0.122332,-62552.2,228601,6856.75
11790,2.27355,0.866423,-1.46233,-99142.9,-75377.7,-172330
11791,-1.09375,-2.03766,1.74242,24391.1,-135635,-177761
11792,1.56315,0.5126,1.98558,-190579,-72972.5,94551
11793,2.06572,0.0287467,1.79,-96302.5,158344,103974
11794,0.868971,-1.39976,1.19196,-117107,-181983,-154549
11795,-2.02369,-0.935837,1.19117,-145541,44795.2,-178923
11796,-0.726041,-2.72965,-0.418068,-215033,16058.5,-57707.3
11797,-2.28414,0.0644869,0.00325576,-53876.9,-248782,1620.32
11798,2.09728,-0.541132,0.476777,57231.2,226855,72204.4
11799,0.906658,-2.39976,-0.824082,-129738,-103909,169632
11800,-1.07073,-2.23088,1.99085,25512.7,-117432,-153739
11801,-2.5412,-0.538672,-1.35187,-120463,-19784.1,182877
11802,-0.557401,1.2605,-1.27385,177417,-113008,-174516
11803,-0.252878,-3.27168,0.601423,63088.7,-62434.9,-151890
11804,1.39802,1.63841,-0.95317,-161337,152384,112228
11805,2.51968,-0.0635064,1.5328,129518,-7162.96,-171360
11806,-2.16169,-1.77813,-0.12008,-113959,157866,-71071.7
11807,2.65165,-1.08548,1.17565,25268.4,169602,94080.6
11808,-1.07653,1.14558,-0.559443,-198530,-205227,-76162.6
11809,0.243027,2.03433,1.56963,-205737,-45263.7,97887.6
11810,-0.180177,2.81652,1.18957,199709,-52876.4,43808.2
11811,1.90793,2.13916,0.900009,-136722,93799.9,91647.7
11812,0.913842,-1.62353,2.23333,-187834,18421.6,93961.3
11813,0.126765,-2.78944,-0.283408,-71123.6,14229.8,-213430
11814,1.02059,0.291809,1.23989,213151,-157002,-161180
11815,-1.40507,-2.6387,0.542791,-181449,89109.1,-42366.8
11816,1.4743,-1.96395,0.336499,-51771.9,-96729.9,-184620
11817,2.15995,-0.134542,2.54071,64801.8,173504,-58424
11818,0.562429,-1.8717,1.51011,-200794,-38898.1,106463
11819,-0.382618,-1.73145,0.728106,-32987,-98343.5,-262599
11820,-2.54457,1.54069,-0.916545,-10629.3,-165294,-87211.1
11821,0.0291875,1.72218,1.3335,257149,-9640.76,-35540.4
11822,-1.79512,-1.27855,1.25239,-152207,147329,-32185.4
11823,2.22855,-0.172753,1.74947,-87988.5,-193418,67187.6
11824,-0.768338,2.84427,-0.0226341,128074,62464.9,140567
11825,-1.80625,0.575509,1.8156,7643.35,-185764,90924.1
11826,2.06418,-1.91496,1.03746,127262,14464.8,-168420
11827,2.83198,0.671106,-0.0770328,34438,-152675,153337
11828,1.39911,-1.57243,0.148603,166323,134000,157798
11829,-3.05243,-0.577171,0.768848,-32212.8,-96617.7,-171894
11830,-0.17439,-2.4262,0.867202,211040,-32391.9,-33915.7
11831,-2.17406,-0.147755,-0.284052,-5135.75,-263933,23646.5
11832,-0.22789,1.85693,-0.74964,170031,70363.8,169763
11833,2.44711,-1.774,-0.507231,-120055,-166575,34060.5
11834,-0.215495,-1.82413,0.858611,276513,-27451.4,-40364.9
11835,-0.0394476,0.678438,-2.11764,-278823,-5264.07,-3385.97
11836,-1.02387,-1.23334,-1.82078,-3451.42,-190649,119510
11837,1.1181,-1.85158,0.784488,-197042,-5121.25,163258
11838,-1.1543,1.68653,0.238927,217364,156936,-33497.1
11839,2.6301,0.118878,0.719385,20903.3,-226361,-41953.3
11840,0.88504,0.955263,1.88835,-59879.8,-212645,128173
11841,-0.639917,2.39934,0.170357,202168,86738.1,-42902.9
11842,-1.3506,-2.20956,-0.197807,-178151,108039,97027.9
11843,1.36305,-1.09488,-1.85762,-18449.1,-210563,107779
11844,2.49143,-2.01828,0.770499,81358,178460,-14945.1
11845,-0.207415,-0.439831,-2.39763,166538,-172497,60196.2
11846,0.869018,-2.30895,-0.235307,237094,75157.4,52640.2
11847,-1.89696,-0.833962,1.18747,-151667,33438.1,-188402
11848,-2.21502,-2.47966,1.69982,128926,-11491.3,112154
11849,-0.14689,1.95312,0.767137,-268595,-56283,-18764
11850,2.21563,0.67802,0.203859,111130,-211739,18952.2
11851,-1.14758,-0.807321,2.4411,177796,55862.6,89208.7
11852,-2.82633,-1.02694,-0.16117,-67990,190755,66755.3
11853,-0.0108814,-2.23378,0.19646,-227815,-24274.3,-123064
11854,1.53414,-1.20955,-2.09401,-144451,-77062.1,-154916
11855,-0.454333,-2.04274,1.38878,-47755.2,101139,202850
11856,0.520891,-2.05184,1.5265,239541,18419,-31010.2
11857,2.07355,-0.0721482,0.0465353,12848.4,-206830,162194
11858,0.612386,-2.42793,-0.0610712,-223407,-59199.4,-21194
11859,-2.9077,-0.602682,-1.48002,-17613.2,174121,-59262.1
11860,-0.679682,1.94162,1.85376,-139123,-134340,103733
11861,1.5287,1.54308,1.32131,-164475,83704.3,133345
11862,-0.739046,-0.295595,2.86726,156382,124033,31804.3
11863,-1.9951,1.88403,-0.142832,133523,167631,31314.5
11864,0.814391,0.661211,-3.15649,-189047,27290.7,-46364.8
11865,1.93564,1.09307,0.145812,169135,-200860,-47798.4
11866,-2.58587,-0.42704,0.658972,93434.3,-102331,170871
11867,0.893192,0.649101,1.2568,-144275,305759,-45714.6
11868,0.419841,-2.66448,0.222102,-201387,-4257.27,-83756
11869,1.35373,1.7175,0.503089,-197460,172166,35869.1
11870,-1.16169,1.79408,-2.01782,77454.8,151898,99141.4
11871,0.336436,2.18444,-1.81579,-193577,-45199.4,-90541.7
11872,1.92914,-2.30212,1.61095,-60972.2,-138095,-82744.9
11873,1.57207,1.23446,1.98433,164137,-133047,-84987
11874,-1.85654,0.826791,1.91423,-120643,-46424.8,-151333
11875,-1.99589,-1.78473,0.200578,-160663,157369,1292.88
11876,-2.9897,0.034942,0.552116,-49257,180370,-99485.1
11877,-1.8772,1.3428,0.0242237,166662,189570,1215.22
11878,-1.02961,2.66785,1.03094,89539,-13249.7,177690
11879,-1.82665,-2.58791,0.635743,-73605.3,123330,135992
11880,-2.36904,0.585198,-2.09787,-92824.8,137431,97684.8
11881,2.44044,0.835891,1.66876,119482,18345.3,-170364
11882,-1.92151,1.11499,2.04367,-150563,51292.7,-135508
11883,-0.86845,-2.25778,-1.86302,-149870,-60725,131631
11884,0.114533,0.944168,1.71537,-269372,-51328.5,30575.3
11885,-1.92314,-1.09669,0.0490179,134294,-229101,-2264.96
11886,-1.30855,-0.985213,-1.9886,-136613,204272,26255.5
11887,1.52144,1.52647,2.57081,-14292.6,176722,-75944.8
11888,2.02728,1.22774,1.29349,-3998.84,-157328,147701
11889,3.15132,0.419592,0.253152,24868.1,-109381,-170947
11890,0.613581,-1.68064,2.88124,-164903,31903.6,86209
11891,-0.131219,1.94641,-0.371721,-245078,-3700.98,-136798
11892,-1.33097,-0.276096,1.83141,-37348.2,-236565,-50451.8
11893,-0.743771,-0.647498,1.95964,182289,-179107,14126.1
11894,-2.79211,-0.170502,0.963355,-41804.7,-163558,-127868
11895,0.873168,-2.20564,0.952931,-215495,-77407.6,-46588
11896,-1.45204,2.3305,0.677701,-204191,-10452.3,-77742.5
11897,2.06918,-0.341266,-2.02641,72679,-171670,113925
11898,0.545381,-1.1761,-2.85795,115642,-133868,109567
11899,-0.984104,0.932646,2.11905,-163885,-155457,-10711.1
11900,0.24424,-3.34878,0.108695,-189017,-8973.43,3761.08
11901,-2.01437,1.97393,-0.640223,-140182,-133914,77601
11902,-0.171379,2.6903,-0.592021,-213964,22879.6,25276.5
11903,1.43517,-1.89254,0.936208,-143864,-7187.48,200110
11904,2.78755,-0.33711,0.188364,25792.3,196885,86159
11905,-0.882163,0.879624,-1.91068,-226770,45189.4,72626.6
11906,-0.998139,-3.13991,0.0127979,-185792,63440.9,13322.5
11907,0.518711,1.89619,0.50964,190019,-120870,190516
11908,-3.04869,0.75248,0.071616,-16058.6,-192821,75387.2
11909,1.22997,1.33659,-2.10818,87766.5,-197043,-20006.1
11910,-1.61053,1.00573,-3.37206,130140,98157.9,2211.94
11911,2.09661,-0.918185,0.0296721,-132320,-222744,21181.6
11912,1.67488,1.3399,-1.98012,-47924.2,162136,115937
11913,-0.977929,-2.52399,-0.450602,-207752,71034.5,11749.8
11914,2.05048,-1.412,-2.29862,-37111.2,-176327,62808
11915,-1.33244,1.05048,0.987464,175709,138875,159364
11916,0.163394,2.82941,-0.199859,220649,8582.87,-11924.3
11917,-0.811953,-2.10616,-1.58611,191205,-96361.1,86201.7
11918,3.09906,-0.32095,0.340047,17481.7,-45781.8,-199920
11919,-2.01522,0.820258,1.55878,137631,182715,69115.8
11920,1.27765,1.5777,-1.41059,65019.5,107253,207638
11921,-1.6781,1.97757,-0.758719,104172,165925,111237
11922,0.0521985,-1.80766,1.10524,116464,147844,198373
11923,-0.3266,1.4811,-1.81052,217104,117665,70468.3
11924,2.35077,1.31551,0.496946,78717.5,-214774,41471.1
11925,0.981353,-0.140049,2.25749,-187091,-114270,52963.3
11926,2.79808,-0.881116,0.141636,-65183.9,-208694,7062.34
11927,0.858778,-1.3643,-2.07081,-227066,-71457.9,-45996.2
11928,-2.05217,0.353638,2.41239,-94065.5,-170067,-62766.2
11929,2.79862,-0.651253,0.287557,36330.3,189624,81589.5
11930,0.810187,2.07895,-0.0739326,245335,-29451.7,-42056.4
11931,1.89146,1.08932,0.00859409,89676.1,-246377,-34345.1
11932,-2.10499,1.94264,-0.978143,-125649,-31896.4,150307
11933,1.54898,0.486351,-3.12171,-168071,72382.8,1358.35
